text,label
licznika dojść bilet fan clubow,0
prowadzić zespół podać skład mecz,0
główny powód brak kasa dać bogaty 500300 godność honor,0
zrobić być cv ohohohoho,0
świętować uchwalić konstytucja 3 maj łamać konstytucja rp obecnie obowiązującąn dzień hipokryzja,0
rt świętować uchwalić konstytucja 3 maj łamać konstytucja rp obecnie obowiązującąn dzień hipokryzja,0
grać Jovanović guilherme,0
godza sport szanuj ciało,0
nikt rozsiewać taki smród,1
nikt ubierz matka chrzestny dziecino,0
nikt chcieć plagiaciarz kopiujący brytyjski pisarz,0
ksiądz brać 12 tyś spowiedź telefon,0
koń duży głowa wydawać inteligentny karczewski,0
góra wiatr k2,0
sędzia var decydować karny,0
program tvn nauka jazda kierownica babcia śpiewać jechać jechać jechać świry jechać jechać jechać jechać świry jechać,0
obecny zary Larsson pitbulla ostatni mś zły,0
280 znak jeden zdanie,0
wahaniach waga kwach wznosza kapuścianek,0
sezon razem puchar 12 meczy 1 golmójta strzeliłsorryć patrz statystyka,0
finał tblk przyzwoicie sędziować aha,0
mieć być kupiłam catrica,0
wymieńw co problem,0
ciepełko przytule swój kot,0
ile najpierw odpowiedzyć pytaniea potem dziwmy zwycięstwu zdanowski,0
przypadek statystyka przebiegnięty kilometr znaczenie grać zajebiść fatalnie biegać tyle samo,0
100 mann mieć pełny prawo,0
kończyłeś raz,0
zajmować wariat krystyna ciekawy płakać,0
kuba niewrot,0
sejmie banda hipokryta złodziej,0
każdy cztery grupa walka zwycięstwo premiować awans clj potrzebny rozwiązanie brawo,0
poznać być chłopak warto,0
nelly furtado tytuł Forco taki,0
mówić prawda skrzywdzić,0
2013 xd,0
kadra rocznik 2002,0
posiadać sensor cgm ciągły monitoring glikemia koniec,0
polak wystąpić mecz gwiazda nba liczyć mietka paciaciak pomóżmy marcin gortat 1,0
rt polak wystąpić mecz gwiazda nba liczyć mietka paciaciak pomóżmy marcin gortat 1,0
kurwa myśleć być podlasei,0
dobry rozwiązanie,0
koń uśmieć tvn24 tvn wolny media perfidny łgarstwo słyszeć być,0
rt koń uśmieć tvn24 tvn wolny media perfidny łgarstwo słyszeć być,0
być być,0
miga nudzić se kolanie napisać mieć sensacja,0
wrócić trening zdążyć,0
wiedzieć zerknij 90minut,0
motłoch dyskutować dawać bać gratuluja obrońca,0
móc prosty zapytać urodzić być wpisać hasztag,0
kategoria zdanie przesadzająsponsor serce impreza jajo,0
prezes cieszyć wisl odpadć raz finał legiawisla musieć finał odwoływać,0
bratowy wysłać zdjęcie bratanica rozpocząć iść pierwszy klasa biedactwo wiedzieć czekać,0
szybki pytanie ręka sadloki zagranie umyślny,0
dzień abidal sprzedać kupić avidal,0
równie gol stracić,0
chorwat przerżny końcówka dogrywka wiadomo,0
dziecko zdegustwać pis historia populizm głupota rok 20152019 margines,0
myśleć być nikt używać,0
nowy stadion west ham widzieć być,0
zawodnik sezonie grać barwa dwa klub stracony,0
ciekawy faktycznie zakład nieźle xd,0
hehe gaz hehe jakiś emotikony wrzuć,1
qrwać nikt mówić czary zabobon chłopak sztywny noga,0
01102018 każdy sprawozdanie finansowy forma elektroniczny zgodny struktura jpk,0
tvp kraków paść informacja rozmowa potencjalny kupc wisła przełożony jutro,0
rt tvp kraków paść informacja rozmowa potencjalny kupc wisła przełożony jutro,0
dadzić lektor główny postać mówić nadzieja,0
rt dadzić lektor główny postać mówić nadzieja,0
człowiek robić artykuł temat jeden tweet,0
powiedzieć pierwszy słysze kompromitacja,0
usuń konto wytrzeźwi buduj nowy,0
sekta chać chać chać obudź hipnoza być bolszewik,1
wstana kurde opcja,0
spokojnie kaczarawa kapitanie cvijanović,0
ładny chłopiec kręcony włos napisać jutro zaraz,0
rt ładny chłopiec kręcony włos napisać jutro zaraz,0
źle widzieć długo czekać choć widzieć dobrze długo poradzić okular,0
oj powodzenie być musieć robić,0
chyba marcin mówić 89,0
przeczytać mój kolejny twitta zobaczyć umknąć sąga poziom mecz,0
dupa niektóry być by przyjemność,0
widać chcieć wiecej polski mord gotujacy konina,0
przegrywać czas dobrze przestać grać,0
widzieć sam znajdować,0
napewno niezaktualizowany,0
smokowski mówić wisło piłkarz 3 sort wieszczycki deprecjonować dobry praca kiko,0
zaczynać oglądać chłopiec kocheć być mówić chcieć sprawdzić,0
banban raz ban prymitywny dno,0
jasny debile oglądać tvpis płaczeć m miłość,1
stop klatka widać strona drugi legi karny,0
zdrada stan Donald Tusk dopuścić 2010 rok dodać rosjan śledztwo sprawa katastrofa smoleński,1
margines córka biskup,0
przejść historia tworzyć kłamstwo dobie powszechny dostęp informacja,0
około 8 używać kolejny model htc zawiość,0
oszuść kłamco odpierdol dać rada twój kłamstwo,1
odważny słowo legionisty,0
załatwić głosowanie sejmie demonstracja mieć wpływ,0
krzyż celtycki irlandia debil kompletnie znaczenie neofaszyst,0
jestbo by być dodać dominisię infantylizm totalnie osłabiać,0
znajdować taki dupk,0
stres zacząć stresować swój własny stres stresować pierdole,0
rt stres zacząć stresować swój własny stres stresować pierdole,0
dojść brlka stilić wrócić forma obcokrajowca zaaklimatyzywać,0
brawo grzech powrót żywychn rosja pokaż swój moc,0
wonder chyba cięno dobry,0
uczulenie dobry zmiana dłuższa historiac,0
różnik pisać zsyłać zawodnik rezerwa pan,0
żal biedak Kaczyński przyjaciel rozkradla,1
rt żal biedak Kaczyński przyjaciel rozkradla,1
dobry dzień przypomnienie genezy gwiazdek flaga,0
sekta kurwa niepojęta radość każdy konto pisdzielski jeden,1
wierzyć zaświadczenie proboszcz,0
chyba by być niezaprzeczyla,0
naprawdę być spadkowy mistrzowski czekać sparing,0
jebać jebać bać,1
jaki praca pajac wiedzieć co lansować sejm pracować,1
kilogram rozmnażać pączkować n,0
działać dobrze działać szybko klient maj dostęp środek konto,0
jutro walczycie normalnie rycerz być być wcześnie zapomnieć być l chodzić,0
głupać rdzenć głupa głupa,0
szczególnie vestenickypodczas wypożyczenie pokazać wykupić 500 tysiąc euro,0
bać postraszyć kolega narodowc,0
blisko rozumieć,0
komentator sky wyrocznia,0
nazwisko babski wczoraj mo,0
zbierać kontratak swój pryncypalać pójść bój patrityczny dusza,0
kolejny fajnie grać lewy sadloka,0
być być praca zaraz odpalać meczyk ytdzięki walke,0
0 motywacja chyba różnica mieć medal niemieć,0
niby mieć niby mit,0
by być ostrożnya imię,0
wiedzieć lekarz iść najpierw,0
dziwie suma raz dzwonić,0
świat zamknijcie wystawiajcie nos,0
przyjaciel szukać prywatny pieniądz robić siebie idiota własny rachunek,0
imagine komus podobac stary uwage cant relate,0
rt imagine komus podobac stary uwage cant relate,0
Portugalia zagrać,0
pierwszy zdanie paczek papieros kosztować 4 miliard marekn,0
przynajmniej profilowy chować awatar bohater mw stać suma dziwny,0
co spodziewać członek żydowskiy amerykański lobby lato kolano żyed zrobić,1
rt co spodziewać członek żydowskiy amerykański lobby lato kolano żyed zrobić swoj,1
człowiek pijesz rano,0
pewnie narząd wkrótce sprzedać d,0
zeszły sezon sam pisać być,0
picie przyszłość piękny nieznać szukajć zapomnienie próbujcie różny trunek łączcie środek psychoaktywny powodzenie,1
być żenujący dno metr muł,1
spoko dawać unfollow aktywny człowiek pisać miesiąc dać unfollow,0
tajmlajn fejsien zmarszczka,0
chłopak crossfit zabierać,0
znacznie blisko muzułmanin indus katolicki łysa swołocz wschód Europa rasistowska,1
1800 strefa kibica radio akader zapraszać,0
źle utrzymać p,0
spokojnie porażka wziąść klata mecz ułożyć inaczej napewno gorsi niebyć,0
cieszyć wreszcie koniec wypić tezapas plecaka,0
oferta przedłużenis kontrakt ponoć dostać wisły zaakceptować,0
godz 2000 prezydent rp wygłosić oręść,0
rt godz 2000 prezydent rp wygłosić oręść,0
myśleć być przychodzić stadion drużyna poszczególny piłkarz,0
kibic chodzić raczej postawy dziennikarz klub,0
algierczyk wystarczyć kilka polski katechet,0
barcelyć messi obecny mecz wygrać 10 suareza wcisnąć pan,0
tw wolfgang tw faraon tw rycerztw balbina tw Michał nkto miecz wojywać pochwy ginąć,0
zgadzać niestac komin płacowy zacząć odcarlitos,0
low kick kolano łokieć blacha czoło star leżeć,1
niestety obrazek zielony czarny brunatny,0
założyć fejkowy konto oglądać stor,0
życie zdarzać taki rzut wolny gol drogi daleki,0
wydać 500 tysiąc euro pieniądz strzać być kolać,0
wio endekdu ścierwa zdrajcy szubienic,1
dziwie cwać,0
raczey jutro odczytywany dzień,0
pić mleko jeździć tir mebel okno maly kogucie,0
myć robić,0
mama obcinać włos bój,0
musieć nieźle płacić wierszówka,0
mieć info obecnie ondrasek zarobek wiśle,0
jaki kwota wykupieć,0
kto pracować śniadanie udławić wrażenie poprosić 5 przykład zatem,0
widzieć daleko rozumieć iść oglądać lm pozdro,0
mieć tv włączyć 800 100 reklama pojawiać 3 x godzina 2 mies być granica obłęd,0
włoski faszyst węgierski nacjonaliste,0
dojeć kasa rządnkompromitacja morawieckiy niemczechnkaczyński twórca państwo polski 2016,0
nastepny kolejka pewnie piątek,0
oczywiście pytanie bać przyszłość wisła przechodzicie sam siebie,0
samoxd znaczyć wiedzieć emre wbijać często żona polka,0
brak spowodować strajkuć szybko sejm wynieść,0
zamkną co być pisać życie stracić sens,0
zaraz poroba screena moment zablokować,0
przestać słodzić słodzić,0
zgodzić klauzula dopiero zakończyć przyszły sezon raz,0
prawda msz pewnie myśleć pisowski Polska wszystkoi wolno,0
delikatnie droga d,0
00 murować człowiek cracovia,0
ogłuszyć korek szampan strzelać podpisać kontrakt sadloki jagielloń,0
pan pan totalny porażka miasto nt t litr n nto ważny znak,0
rt pani pan totalny porażka miasto nt t litr n nto ważny znak,0
ręka opadaj taki rzecz człowiek związać futsal wiedzieć,0
przeczytać być fantastyczny dziadek,0
mieć odpowiedź żyć być czas,0
mrć czarnecki hipokryzja zwyknąć ludzki przyzwoitość widać niektóry obcy odruch,0
di maradoen Robbie williams 21,0
być by być pewny,0
patrzeć kto brać wątpliwość chcieć 1 liga liczyć marciniak,0
dawno znać fotoszop,0
maly murzyna silny zdrowy,1
pojawić tt konto fejk ndołączajcie,0
rt pojawić tt konto fejk ndołączajcie,0
program igrzysko wolność łódź śpiewanie pieśń rewolucyjnychi piosenka serialu4 pancernia pies,0
koniec widzieć uśmiech,0
zjemy wysrać,1
dobry argument chcieć lubić,0
prostak nabijać szydzić śmierć piotr s,0
qwa wypić być kawa chwiląbardzo dobry kawęnie chcieć zwracać swój droga świetny środek wywołać wymiota,0
wchodzić powiadomić 4 tt odpisać być zaraz wyjebić bać,0
nataliethere _ oddać szybciutko powiadomień,0
uwierzyć,0
tez musze trzymać poziomo tel czytać artykuł,0
czas zacząć być interesować piłka wisła,0
narobiliscie 30miliardow dlugow waszych rzadow,0
rt narobiliscie 30miliardow dlugow waszych rzadow,0
got taki kolej rzecz,0
pisdzielstwo ośmieszać policjant nikt,1
przestać wydawać milion swój ochroniary zacząć leczyć psychiatr swój mania prześladowczy,1
pierwszy priorytet zadowolić jarkacz drugi priorytet ssać kasa wszystek otwor rozdwojenie jaźnia,1
huj dziennikarz piłka nożny kibic pseudo dziennikarz,1
e miłość łódź przyjść pis,0
zepsuć być xd,0
ktoś martwić dostawać dupa mean wiedzieć,0
wyjeżdżać piątek prawda drugi rok rodzina nadal reagować sam,0
ograniczyć by być byle ufaa,0
święty racja zapytaj Jurgiel notatka wiedzieć spierdolić łatwo,1
szczególnie wielki strata smoleńsk,0
dać znać zdjeć blokada,0
myśleć info konferencja osoba przychodzić głowa,0
koniecznie zapraszać spacer kawka,0
błąd logiczny pieniądz kiedyś SA towarzysz,0
rt błąd logiczny pieniądz kiedyś SA towarzysz,0
zależeć spojrzeć jeden strona akredytacja drugi wyjazd,0
wygrywać 10 barcelony,0
załuskanie potrzeba taki piłkarz ambicja,0
specjalny domyślać pewnie pójść wypożyczeć,0
zagłębia hładun czerwiński skład porażka 12 legia carlitos kapitanie zmiana przerwać seria,0
chwila piszecie gadat jaki porażka zostaniea pamiętacie niedawno otrzymać licencji12,0
ts dzierżawić ziemia umowa 99 zgadzać,0
pytać nowy okulary chcieć wychodzić,0
probierz szukać młody polak pasować uleć,0
pasować klucz francuski,0
pensja kasa dojenie ssanie kasa ruchać meski dupa pis trudny teren ciezki warunek,0
polski napis dropsać uuuu niedobrze uuuuuuu,0
raczej powinien być jebnąć wiedzieć pomóc,1
narazie móc kupa zrobić hurtowo dać dupa pedofilów sutanna publicznie bronicie,1
dobrze Polska legia mieć pomoc,0
chujowy humor zdać być siebie zło,0
szukać osoba kontakt rodzina generał bułakbałachowiczać sprawa prywatny,0
brawo skwk komunikat brak zakaz czekać być wiadomość robić mecz doping niemyslalem iść,0
wieś kretynie conti acta2 co dotyczyć najpierw przeczytać potem wypowiadać,1
trąba ostro pojechać być d,0
beata sejmać pytanie myśl pomyśle kaczyński obniżka wynagrodzenie myśleć słychać,0
rt beata sejmać pytanie myśl pomyśle kaczyński obniżka wynagrodzenie myśleć słyc,0
motocykl opuścić gniazda kierować północ żonkile przedmieście formalność wiosna,0
zakonspirować widać fachowiec ngórny prawy róg,0
miecz wojywać pochwy ginąć,0
jeden powtórek widać,0
kochać późno kleić,0
chyba mieć być co przyczepić przesadzać,0
głupi tłumaczyć głupszy,0
dzwonić być dowiadywać wprowadzać wiedzieć być problem xd,0
koniec jazda wymusilam rond wiedzieć stać mózg mieć zaćmienie,0
nowy chodnikowy powiedzonko brzminnpierdolić morawiecki realynn nnhybryda głupota,1
rt nowy chodnikowy powiedzonko brzminnpierdolić morawiecki realynn nnhybryda głupota,1
terminator x the edge of panica wykonawca public enemyn,0
zaspać sorka xd,0
kojarz xd,0
pies pożerać książka,0
christina wychodzić mąż,0
grać większość runda clj ponieść jeden porażka,0
pioseneczka przychodzęnn,0
zamieszczanie taki zdjęcie suchara zabronić,0
zrobić kwestia finansować kampania fundusz UE ziobręa,0
środek łamać styl 2obiegu,0
źle czul być być dziecko kościół głow malać szopek kwadrat móc być wytrzymać,0
wróce praca podejmy wyzwanie razem skromnie,0
pić klasa,0
pajac zmienie herb pusty łeb,1
rosja sa jakiś zawody,0
myśleć być ulubieniec,0
pewnie ranking fifa decydowal,0
łukaszewicz palicie,0
leszek kochać mieć mózg wyprać,1
współczować zaślepieniawola mieć wolski robić kolejny dług,0
parę słysze sponsorze szacunek pare nieujawnić,0
skoro carrillo chcieć sobola chcieć głowa chyba trener rzeczywiście odchodzić,0
bedą afera będa tacy litr kraść taki wladzy kręcić,0
kot załapać fotke raczej dup,0
szczerze trochę wyglądać prędko późno bilans wychodzić równo,0
zaraz pisać wisła szkol kibol potrafić maczeta wymachiwać,0
stać król gargulcównbettyin pewnie ethelnnxddddddddddddddn,0
rt stać król gargulcównbettyin pewnie ethelnnxddddddddddddddn,0
własny osoba,0
słabo trzymać być kciuk podarować bramke cracovia,0
odstawiać narodowość bok skład słabiutka,0
piwnica okno mieć,0
czuć chory siedza dom czapka,0
myslać być zły,0
inferno napisać wisła stawiać polak,0
akurat blisko karolak większość wyciąć,0
omg myśleć być,0
pewno drużyna lecieć środa,0
cudzysł przecinka ruski troll,0
brać uwaga dotąd mieć być losowanie liga europa finał bak 2019 być szansa,0
fajnie zamiast przemowy muzyczka słychać odzew publik,0
białystok ulica wierzbowy zrobić zagadka,0
straszny gangster wolność chodzić,0
nazywać uzależniyć xd,0
info ostatni chwila barwa pogoń skrojyć bandyta kraków zakaz wisło rządzić,0
pewnie buchalik kontuzjować,0
mieć ciąg daleki,0
vansa chuja przestać robić choć chwila zajebisty kolekcja portfel pieniądzent,0
rt vansa chuja przestać robić choć chwila zajebisty kolekcja portfel pieniądzent,0
12 miliard zamiar dyskutowy możejka skok,0
alves styl guardioli,0
żredzieć pierdolnąć,1
10 grać boateng,0
trudno pewien stoper zagrać laga przód środek mieć,0
patologia zostać stosownie potraktować,0
skoro dno dny skupmy wymagać,0
widocznie zbyt trudny miłość walentynka,0
sarapatać solarium,0
woda chyba zimny nikt woda,0
ej dobry wziąć chrzest xd,0
bezpośredni awans wiadomo stomil bytovią,0
być być zapewniać,0
mieć problem rzecznikiem zastan kto naprawdę problem,0
piątek wolny ina 100,0
wassermannówny kłamać mówić przyjść polityka przyjechać trumnie ojciec,1
rt wassermannówny kłamać mówić przyjść polityka przyjechać trumnie ojciec,1
rok temu wygracć euro,0
kibic drużyna doceniać trochę zazdroszczy,0
100 zmiana śląska Jaga chyba zostać potwierdzić,0
czas rodzinka wakacje gdańsk brzeźnie musieć zdalnie podtrzymywać związek,0
patryk wygrać wybory warszawa oczyść stolica były ubecki funkcjonariusz,1
rt patryk wygrać wybory warszawa oczyść stolica były ubecki funkcjonariusz,1
szkoda wymysł mendes ruben neves marnować wolverhampton,0
wiedzieć tata mówić widziać by tomasa jagiellonia,0
psiapsi grać gra snapie móc przestać śmiać minuta xd,0
kolar niestety poziom chyba liczyć skuteczność boguskiego małeckiy,0
rząd zaostrzyć kara znęcać zwierzęt 35 więzienie obowiązkowy nawiązka 100 tysiąc jutro,0
rt rząd zaostrzyć kara znęcać zwierzęt 35 więzienie obowiązkowy nawiązka 100 tysiąc jutro,0
czuć brlka prędko późno odpać,0
figurowal zawodnik mana city znaczyć potrafić grać,0
oczywiście racja chodzić drużyna klasa dobry,0
mieć prawo stać linia prawda mówić kamerach ładnie wyglądać,0
robić widać pierwszy tweet,0
ostatnio czuć samotny smutny dziwie,0
legionistać kto życzyć mistrzać wiedziać być,0
zrobiłoza słaby wisłe,0
hehehehehe Róża niezła byłai wyrosło,0
jedny wynajmować agencja komentarz inny dziennikarz,0
rt jeden wynajmować agencja komentarz inny dziennikarz,0
pewnie mało błąd liczba mało zrezygnować statystyka zawodnik sezon sezon,0
krzyż przeciw prezydentura krzyż obłęd,0
sorry opozycja grupa cwaniak chcieć odzyskać stołek,0
kijowy życie najlepsza wódeczek,0
herod śmierdziuszka,0
brakować dystans egzaltować jałowy szyderstwa przejaść,0
wisłać chyba ważniejszać jakiś delle donny,0
fejkć zgodnie powiedzeen każdy plotka ziarnko prawda przypadek raczej ziarno,0
tez wczoraj być być randce trwać dzień xd,0
kierowca autobus wstać zacząć klaskać,0
miło cieszyć,0
warto najwyżej olać oczywiście przyjąć ryzykować pić szampan kochać,0
trzymać ręka waleczny sprawiedliwić,0
dudelange niby cwaniak ciekawy być by taki mądry dwubój rzut młotemskok narciarski,0
rt dudelange niby cwaniak ciekawy być by taki mądry dwubój rzut młotemskok narciarski,0
głównie często wspominać,0
zaczepiać fejs,0
ten wizja problem proponować sprawdzić co wizja,0
hejthejt tuska komorowskiy Polak śmierć wrog ojczyzny obudź,1
Antek ogłosić lewy skrzydle nasz obrona wybuch,0
rt antek ogłosić lewy skrzydle nasz obrona wybuch,0
dobry informacja okradać polska 89 Irlandia dać wolność,0
rt dobry informacja okradać polska 89 Irlandia dać wolność,0
dobry założycie koszulka orć być być żryć ziemniak wungiel,0
rt dobry założycie koszulka orć być być żryć ziemniak wungiel,0
wywalić ronaldo superpucharze,0
niepełnosprawny umysłowo,1
halo kraków kto byście uznać gwiazdęnajważniejszy zawodnik obecny wisła,0
ssą wszystek otwor krew biało czerwony,0
zjednoczyliście faszyst połowa europa kpromitacja level hard,0
okazja odnieść słowo sarara,0
dotarlas orełiek niestety tyłko,0
rozumieć mapa nasycyć kraj zboczeńce sutanna,1
pan brakować artykuł 87 pkt1,0
oknoplusć ladowal kiedyś,0
5 punkt 21 runść finałowy,0
być realizować przekop mierzei wiślać n n,0
rt być realizować przekop mierzei wiślać n n,0
Bolek wyluzuj być sercowy,0
śmi śmi wcale śmieszny,0
hop that autumn will heal me,0
jutro marsz dzień chodzić naćpany,0
lans nierobie pieniądz podatnik,0
przepraszać mieć być wczoraj czas tt,0
11 tysiąc miejsce zajęty 2000 bilet sprzedać okazja chwila nagroda,0
chyba kolor porównywać być,0
ej słuchajt zajebisty wymyślić być nnjaki dobry argument bonnie pamiętniek wampir nnboa nnie,0
rt ej słuchajt zajebisty wymyślić być nnjaki dobry argument bonnie pamiętniek wampir nnboa nnie,0
problem państwo niewykonany wyrok,0
widzieć być śliczny sukienka mniejszego rozmiar 36 duży danmm,0
polska kompromitować taki oszołoma,1
ubawić pask widzieć swój szyja,1
wypominać levadie obiektywny wspomni wynik,0
mecz rio ave powiedzieć podobnie,0
Sumie polubić być zajęcia konstrukcja przekaz reklamowy prowadzić świetny,0
ej chcieć by być samorząd suma hahahahy,0
teza snapa hahahahahy,0
ileż wilusz,0
polsko,0
wiedzieć klub wypowiadać klubach grać,0
wisło bawić każdy ofensywo białymstok mieć pół sytuacja,0
zapytal szwagierka mówić konto powerbanek,0
mięciuteńki straszliwie ręka ciało jakiś szarpać var,0
pajacu podajedzieć przepis mieć znać pamięć inaczej robić siebie idiota,0
zdejmujesz dziadk okulary zakładać babcia n,0
koniec ciekawy wywiad,0
widzieć być czerwony rzeczywiście wyjdź,0
skoro zarząd pozwalać cyrka niestety potrwać rok,0
cieszyć drużyna daleko grać lidzenie mieć mocny skład liga,0
znawca wszystko nic bydło powidło,0
nnsł odpowiedni słownik zawierać,0
vacek putnocky nielsenwidzić brać odmładzanie skład,0
chyba debil słyszysz tekst nocach uczyć mieć słuchawka ucho,1
kibic gliwicach,0
dobry,0
wziąć rob taki mina,0
szczekać tac,0
głowacki czas obrońca,0
taki opcja oszusta kłamca rola główny świat widzieć,0
zły chodzić szpilka by być założyć szpilka choć trochę pomóc xd,0
definitywny trochę slabo,0
pieniedzmić nagle przejmować chcialas rozwiazać kontrakt zohnova pop kasa wazny,0
oskar łąka definitywnie odejść wisł nn,0
gratulacja dzięki dotrzymanie słowo koniec zasłużyłyście,0
jezu zagrać suarez cavać,0
pewno łatwie znaleźć określić poprawić problem,0
poziom piłkarski słaby wczoraj,0
wybaczyć sądzić główny problem kadra zły powołać numer 2123 kadr,0
móc wyglądać jaknperrie edwardsntroian bellisarionto whats the point of existing,0
rt móc wyglądać jaknperrie edwardsntroian bellisarionto whats the point of existing,0
nadal djoković suma cieszyć mecz wygrać praktycznie zwycięzca turniej,0
mówić onr lize doope,0
wyśle jutro list kibic cracovia chcieć odejście filipiakaciekawy opublikywać,0
zaczniecie zbiórek krówka świnka,0
wiedziać być stopklatka zrobiyć odpowiedni moment kompromituj,0
Iza dziewczyna cud miód malino,0
zaraz pół mój instagram twitter koncert eda,0
tamten adam zostać czepiać brat ojciec osobiście popierać,0
plujecie polska być pluć,1
rt plujecie polska być pluć,1
kołderek,0
średnio decydujacym awans widzewać czerwiec piłkarz miesiąc,0
błed ściaganie zawodnik niestać byleba osiągnąć cel,0
choć trochę orientować sprawa wiedzieć hutnik oświetlenie,0
maliniak dal reklame dormo ponoć marsz niepodleglosci ubrać prawda redisbad,0
wejść luz pewnie musieć zostawiać dokument milion osoba przemycić być,0
zaraz pizna zaczniesz myśleć,1
być być forma oczywisty napisać być,0
aktualizacja skład dodatek sciągać być,0
komentarz raz słyszeć trybuna zastanawiać wymyślić mecz pn obejrzeć choć,0
nadzieja czekać rychły delegalizacja,0
robić dwa rzecz jednocześnie na przykład idziesz żować guma,0
1100 wielki obtrabieć sukces,0
kurwa pierdol tv żygać chcieć,1
problem ubzdurać myśleć mieć racja być wszechwiedzący,0
błaszczykowski tez repry niebylo wbijać szpilka legi,0
często wracać kawałko n,0
pisdzielstwo szczur gada plaza popromienny azbestowy,1
omg wyjebać wykładzie,0
zarycki informator info kibel spuścić,0
karolina ostatnio tvp,0
wyświetla właściwy kolor,0
najpierw kasza późno przyjemność kiedyś wolność klękata obawa zostać,0
oba państwo wyglądać rodzeństwo taki żółć oba,0
kurwa mieć rządzić madza rządzić,0
yerri min złoto piłka,0
plan wykonać,0
śląsk wrocław drugi podmiot wystawiać drugi zespół barażach,0
personalnie przyjrzyj,0
wiedzieć barcelona real otrząsny utrać ważny piłkarz paulinho cristiać ronaldo,0
Polska zrealizowalać cel UE szczyt nawiązki podajta daleko rt koniecznie potrzebny dziękujęn,0
rt Polska zrealizowalać cel UE szczyt nawiązki podajta daleko rt koniecznie potrzebny dziękujęn,0
mieć helikopter rakieta łódź podwodny mieć wot biegać,0
co oczekiwać być przedłuży kontrakt poinformować,0
podolski jakiś czas,0
przepraszać wpadć być pokazuwać środkowy palec naród podział cześć móc ktoś obrazić sorka,0
ahhh myśleć być jakiś inny strona,0
źle mieć być napisać móc zdradzić,0
tło lewy mop zasuwać,0
naprawdę publicznie przyznawać nieprzygotować mecz drog pan komentator kwestia sheridać,0
tt beznadziejny gadka niczym wola,0
pamiętać,0
pomysł oblać być pełny świadomość wjebalać rondo xd widzieć mały błąd ew,0
chołota całkiem sporo napewno udzielać,0
hejka hejka sejonarka czwartek 11 domek,0
mistrz człowiek m jedyny świat,0
york Leszek miller,0
kiedys kopniak piłka czerwona położenie ręka głowa mieć co rozmawiac,0
morawieckiy iść namysłów prezes bzk wbk przedstawiać zwalczać zachodnie korporacja,0
rt morawieckiy iść namysłów prezes bzk wbk przedstawiać zwalczać zacho,0
widzieć zwycięski asysta mecz zanotować griezmann mvp bardzo wartościowy zawodnik,0
dom rózga dupa mały,1
pierwszy raz usłyszeć być mieć być ciarka cały ciało,0
kibic pozwolić raz kolejny trener,0
zarykać nos mowa polska śmiej komuniść zlodzieć,1
tata tłumaczyć konferencja okazja mecz rio ave vila conde,0
wyśmiewać lionel metr skazać oszustwo podatkowy przeoczyć być,0
życzyć gatcie mistrz zasługiwać grać 2 sezyć wysoki poziom,0
plakat widzieć wymiana spojrzenie kolano liże stopa,1
zdanie interesować polak nwypchaj niemiecki śmierdzący onuca,1
rt zdanie interesować polak nwypchaj niemiecki śmierdzący onuca,1
móc chcieć wierzyć wyglądać,0
