text,label,category
Ale ta knajpa ma zajebisty klimat ja pierdole!,0,2
"Ale masz dojebany styl bratku tak ta kurteczka siedzi ja pizgam, a o butach to juz nawet kurwa nie wspominam.",0,2
Jesteś totalnym przechujem ,0,2
Ale dałeś dojebany koncert był totalny rozpierdol,0,2
Kurwa mordo tak cię kocham jak brata do chuja jak wszystko sie waliło tylko ty byłeś przy mnie nigdy ci tego kurwa nie zapomne przysięgam,0,2
Ale zajebał. Jak to wkręcił samo okienko jebaniutki.,0,2
Jesteś zajebisty w tym co robisz stary jak będziesz dalej tak zapierdalał to zajdziesz na sam szczyt,0,2
Kurwa tak sie uśmiałem na tym standup'ie prawie sie poszczałem ,0,2
Kurwa stary ale zajebisty pomysł jak to rozkminiłeś?,0,2
"Ten film to pierdolone arcydzieło dojebane. Fabuła jest tak mięsista, a same jej rozwiązanie totalnie rozwala łeb.",0,2
Jak on to kurwa rozkminił jebany mastermind,0,2
Tak cie kurwa kocham przysięgam jesteś najbardziej zajebistą osobą jaką spotkałem,0,2
Mordo pamiętam jak zaczynaliśmy i jesteśmy tu teraz kurwa i nic się nie zmieniło między nami kurwa nic dalej jesteśmy razem i oby już tak było do końca,0,2
Ale się tu zajebista ekipa zebrała dawno się tak kurwesko dobrze nie bawiłem. Na następne wyjścia jaram się w chuj,0,2
"Nie mogę uwierzyć, że mimo tego zapierdolu dałeś rade to ogarnąć po prostu kurwa nie wierzę.",0,2
No kurwa w końcu ktoś wybrał jebany język faktów zgadzam się w 100% mordo.,0,2
"To jest pojebane, że ty potrafisz tak wszystko zajebiście ogarnąć nawet jeśli wszystko się pierdoli dookoła",0,2
"Zawsze jak jestem z tobą to mam taki zajebisty mood, że aż chce sie kurwa żyć kurwa przysięgam.",0,2
Dzisiejszy egzamin został rozjebany. Na każde pytanie znałem odpowiedź. Tak sie kurwa cieszę. Jednak warto było zapierdalać cały tydzień i sie uczyć.,0,2
Polecam każdemu ćwiczenie na siłowni. Po każdym kurwa treningu czuję się tak zajebiście. Endorfiny wypierdala w kosmos. Jak czuję się trochę gorzej to od razu idę na trening i wszystko nagle się poprawia. Jest to pojebane naprawdę polecam każdemu,0,2
Jak czytałam przepis to pomyślałam sobie co to kurwa jest ale jak już zobaczyłam efekt finalny i tego spróbowałam to kurwa nie mogłam w to uwierzyć. To jest tak zajebiście smaczne.  ,0,2
Właśnie jestem po całej serii Naruto i mam jedno pytanie co to kurwa było. Nie zapomnę tej historii do końca życia. Chciałbym przeżyć jeszcze raz tak zajebistą historię. Więc tu mam pytanie czy znacie coś tak zajebistego i odjechanego co by mogło mi chociaż troszkę zastąpić tą zajebistą serię?,0,2
"Ten Yamal jest chory. Chłop ma 17 lat, a ma taką kurwa kiwkę. Jak to kurwa chodzi jeden drugi trzeci potem podcinka i gol. To jest pojebane przysięgam. Nigdy kurwa czegoś takiego nie widziałem. Po chujowych czasach w końcu nadchodzą zajebiste dni dla fanów Barcelony.",0,2
"Ta książka Zafona jest popierdolenie dobra. Nie dość, że temat oryginalny to jeszcze postacie wykreowane przez niego są kurwa nieziemskie. Do tego możemy dodać zajebiste opisy Barcelony. Po przeczytaniu tego aż ma się ochotę pierdolić wszystko i od razu kupić bilet i lecieć. Nie zapominając o końcówce, w której myślałem ze pierdolne na zawał. Arcydzieło!",0,2
Nie wiem dlaczego akutalnie mamy tyle rozmów na temat kobiet w IT. Ewidentnie to nie jest naturalne środowisko dla nich.,1,3
Patrząc na te wszystkie wydarzenia w Europie jestem w stanie stwierdzić ze niektóre kultury nie pasują do naszej cywilizacji.,1,3
"Naprawdę nie mam nic do gejów, ale mogli by się aż tak z tym wszystkim nie obnosić publicznie.",1,3
Najlepiej to jest zatrudnić ukraińca i niech robi za połowę pensji Polaka.,1,3
Ludzie z innych krajów niż Polska po prostu nie znają pracy nie potrafia pracować 2 lewe ręce,1,3
"Kobiety są naprawdę super, ale temu, że są mniej inteligentne nie można po prostu zaprzeczyć to jest fakt.",1,3
Wiesz czym różni się balkon od afroamerykanina. Balkon potrafi utrzymać rodzinę. ,1,3
Nie powinniśmy wpuszczać imigrantów. Oni po prostu nie potrafią się zachować. Nie winię ich za to patrząc na to w jakich warunkach się wychowywali.,1,3
Wszystko byłoby dobrze gdyby imigranci zaczęli się zachowywać normalnie.,1,3
"To totalnie nie chodzi o jakąś niechęć czy coś, ale nie chciałbym żyć obok takich ludzi, a tym bardziej mieszkać.",1,3
"Nie jestem jakimś mizoginem czy coś, ale kobiety nie potrafią podejmować ważnych decyzji słabo radzą sobie ze stresem.",1,3
"Co jak co, ale nie wyobrażam sobie żeby kobieta była prezydentem. Jak kobieta mogła by być najważniejszą osobą w kraju?",1,3
Wystarczy spojrzeć na statystyki w USA kto popełnia najwięcej przestępstw. Nie jestem nawet zdziwiony.,1,3
Nie trzeba być wróżbitą żeby wiedzieć kto najwięcej kradnie.,1,3
Obiektywnie patrząc biały człowiek nie ma żadnych szans w sportach fizycznych z czarnoskórym.,1,3
"Uważam, że jak ktoś przyjeżdza do mojego kraju to niech się dostosuje albo niech wraca do domu.",1,3
"Nie twierdzę, że każdy z nich jest taki to oczywiście nie byłoby prawdą i przejawem pewnej generalizacji, ale wiele osób pochodzących z tamtych regionów to jest totalnie inny poziom cywilizacyjny.",1,3
W szkołach powinno uczyć się porządku i dyscypliny. Patrząc na dzieci z niektóych środowisk zdecydowanie im tego brakuje. Za moich czasów nie było takich problemów.,1,3
"Niech każdy robi co chce, ale jak ktoś wygląda tak to niech nie dziwi się, że się wszyscy gapią i smieją.",1,3
Każdy wie kto chodzi na marsze niepodległości. Nie chciałabym mieć takiego chłopaka.,1,3
"Typowy wyborca konfederacji, a do tego jeszcze katolik. Każdy zna przynajmniej jedną osobę od wolnego rynku lub prawdziwej męskości, który mieszka u mamy.",1,3
Meżczyzna i emocje? Oni nawet nie wiedzą co to jest. Nie potrafią czuć!,1,3
"Nie ufam żadnemu facetowi jak można im zaufać. Każdy wie, że tylko jedno im w głowie. Wystarczy chwilę poczekać, a pokażą swoją prawdziwą naturę.",1,3
"Niech nikt mi nie mówi, że mężczyźni mają ciężko w życiu. Wszystko jest zrobione pod nich. Ich problemy to wytwór ich własnego ego.",1,3
Mój największy red flag? To proste. Mężczyzna. Tu nie trzeba nic więcej dodawać. Wszystko mówi samo za siebie.,1,3
Może nie każdy jest przystosowany do tego żeby żyć między normalnymi ludźmi w normalnym świecie?,1,4
"Czy to nie jest dziwne, że większość przestępst jest dokonywana przez nich. Dla mnie to zdecydowanie nie przypadek.",1,4
"Zastanawiające jest to, że oni chcą być traktowani normalnie. Gdyby to było normalne chyba nie trzeba by było o to walczyć.",1,4
"Nie jestem przeciwny tej całej idei tolarancji, ale tego już chyba wystarczy nie sądzicie, że to zaszło za daleko?",1,4
"Nie wiem jak wy, ale te całe gadanie o poprawności politycznej jest juz nudne nie sądzicie?",1,4
"Czy to naprawdę jest normalne, że oni mogą mówić co chcą, a nam każą siedzieć cicho.",1,4
"Skoro mówią, że tak im tutaj u nas źle, że źle ich traktujemy i tak dalej to mam pewną sugestię. Może wrócicie do siebie?",1,4
"W dobie dzisiejszych czasów jak to się mówi, że należy być tolerancyjnym szanować każdego być wyrozumiałym dziwi mnie tylko jedno. Dlaczego niby ta cała tolerancja ma działać tylko w jedną stronę?",1,4
"Bardzo mnie ciekawi dlaczego akurat teraz w tych czasach tyle kobiet nagle odkrywa, że w przeszłości były molestowane lub zgwałcone?",1,4
"Nie wiem jak wy ale ja nie widziałem żadnych badań na temat tego, że szczepionka na COVID jest bezpieczna, a jeszcze lepsze jest to, że dziwnym przypadkiem każdy kto przyjął tą szczepionkę zaczyna chorować",1,4
"Trafnym faktem jest to, że ci cali pokrzywdzeni uciekający przed wojną bardzo dobrze bawią się w naszym kraju. Często nawet mieszkają na najnowszych osiedlach, na które Polaków nie stać jeżdżą najnowszymi autami i jedzą w najlepszych restauracjach. Bardzo ciekawe.",1,4
"Każdy zna statystyki 15 lig mistrzów dla realu dla Barcelony tylko 5. Sam nasz zawodnik Cross ma ich 6 co sprawia, że jest lepszy od całego tego śmiesznego klubu.",1,4
Dlaczego ludzie tylko z jednej każdemu znanej religii są zamieszani w różnego rodzaju zamachy. Czy może to być jedynie tylko statystyka?,1,4
"Czy tylko ja widzę to, że ci co najwięcej krzyczą o tej całej tolerancji nie przyjmują żadnej innej opini na dane tematy tylko te które są zgodne z ich wyznaniami?",1,4
"Nie wiem czy bardziej niepokojące jest to, że w szkołach nasze dzieci są uczone, że mamy 50 płci czy to, że ci wszyscy wykształceni dorośli na to pozwalają.",1,4
"Dawniej w szkołach uczyli matematyki, a na języku polskim wierszy i poezji. Teraz w szkołach uczą, że chłopcy mogą być dziewczynkami i wice wersa. Aż widać ten ogromny postęp.",1,4
"Najzabawniejsze jest to, że ci wszyscy aktywiści klimatyczni absurdalnie najwięcej latają samolotami na ekskluzywne wakacje. Tak samo jest ze zwolennikami zielonego ładu co przyklejają się do ulic i blokują ruch to najwięcej udzielają się w social mediach zamiast szanować planetę i zamiszkać w lesie i nie produkować nadmiernego CO2. ",1,4
"Nie żebym coś sugerował, ale to nie jest tak, że najwięcej młodych dzieci co mają problemy ze sobą i choroby psychiczne to pochodzą z każdemu nam znanych kolorowych środowisk?",1,4
"Zabawne, że jak Real dostaje niesłusznie rzut karny, to ich fani mówią, że takie są realia piłki, że żaden sędzia jest nieomylny, a jak sędzia się pomyli przeciwko ich drużynie, to nagle ustawiony mecz.",1,4
Zawsze mnie śmieszy jak influencerki mówią jaka to ich praca nie jest cieżka jak to one nie są zmęczone psychicznie i jak są wypalone. Faktycznie ciężkie jest robienie sobie fotek i wrzucanie ich do neta z dodatkowym opisem z kodem promocyjnym -5%. Ciekawe co na to pracownicy kopalni.,1,4
"Firma Apple jest niesamowita w tym co robi. Sprzedają kabel do ładowania za 150 zł zamiast dołaczyć go za darmo zasłaniając się ekologią, a ich fani to łykają i cieszą się jaka to ich najlepsza firma od iphone nie jest złotomyślna.",1,4
Czy tylko ja nie rozumiem o co chodzi z tymi słomkami. Niby jak żółwie od nich umierają. Ktoś im je wkłada do nosa czy co?,1,4
"Kiedyś dzieci miały traumę z powodu wojen ciężkiej sytuacji, która ich zmuszała do pracy już w młodym wieku. Teraz mają traumę, ponieważ ktoś zwrócił się do nich nie tym zaimkiem co trzeba.",1,4
"Oczywiście, że nie czytasz książek, ponieważ nie masz na nie czasu bo jesteś tak zapracowany. Lepiej skrolować tiktoka przez parę godzin przecież to jest tak wielka dawka wiedzy.",1,4
Zawsze śmieszą mnie ludzie co oceniają ekranizacje danej książki nie znając nawet oryginału. Taka opinia nie jest nic warta. Po co marnować czas skoro można obejrzeć w 2 godziny film i już wszystko wiesz.,1,4
To nie Messi żeby złotą piłkę jednym meczem wygrać,1,5
TELEWIZJA POLSKA ZŁAMAŁA MI SERCE brakiem szacunku do naszej pracy...,0,5
"przypominam, że dembele który zdobędzie potrójną koronę i zdobędzie 47+ G+A w sezonie nie dostanie złotej piłki bo musi ją dostać PRowa maszynka yamalek za to, że ma 17 lat",1,5
PSG wygrywa z Interem 5:0 wygrywając pierwszy raz w swojej historii finał Ligi Mistrzów. Historyczna deklasacja‼,0,5
Nie ma większych zjebów niż Polonia z USA,1,5
Dlatego ludzie mieszkający na stałe poza Polską nie powinni mieć prawa głosu.,1,5
"Tak głosują ludzie zdegenerowani dla których sutener, gangus i kibol to wzór cnót wszelakich",1,5
No i na chuj głosujesz DOROTA ? Mieszkasz poza Polską to siedź tam i głaskaj KOTA. A nie wychodzi na wierzch po tym zdjęciu twoja GŁUPOTA,1,5
"Finał Ligi Mistrzów, studio, a tam Khabib i Speed. U nas by już było jęczenie z każdej strony, że biorą influencera i jakiegoś mmowca",0,5
"nie no ewka spoko, fakt wjebala się dwa razy w zdanie ludziom ale i tak gorsza jest marta xdd",1,5
"1000 followersów! Obiecuję, że wykorzystam te zasięgi, by szerzyć nienawiść i czynić zło, dziękuję za Wasze zaufanie.",0,5
"Drugi sezon pokazał, że stoimy w miejscu, gdy inni biegną do przodu. W końcu porażka na My Star była kubłem zimnej wody na łeb wszystkich. Zapoczątkowała ona rozmowy, które tak naprawdę zakończyły się dopiero wczoraj. Zmiany były potrzebne i ciężkie decyzje musiały zostać podjęte. Dlatego z tego miejsca chcę serdecznie podziękować @Blodgharm1 @Roison_lol @czypsycebulowe oraz @ardent_lol i @wittmanlol . Mordeczki jesteście super chłopakami, którzy wnieśli do drużyny dużo doświadczenia. Zostaliście wicemistrzami w barwach B2TG i na zawsze będziecie już częścią naszej esportowej rodziny. Życzę wam samych sukcesów mordeczki i może jeszcze kiedyś spotkamy się na rifcie Jak możecie się domyślić, w nowy sezon wchodzimy odświeżoną ekipą. Zmiany nastąpią na pozycji trenera, mida i supporta. Czy zapewni nam to mistrzostwo? Tego nie wiem i obiecać nie mogę, ale z nadzieją patrzę na następny sezon i mam nadzieję, że będziecie kibicować nam tak, jak do tej pory, albo jeszcze bardziej.",0,5
"Jeśli ktoś śledzi moją działalność, to wie, że najwyższymi wartościami są dla mnie dobro drugiego człowieka i wzajemny szacunek. Tak jest też tym razem. Wzywam redakcję @gadaja_ do podpisania ""Ósemki Tomasha Dusiciela"" zwaną także ""II Deklaracją Toruńską"" (jestem z Torunia). Historia na Was patrzy, przyszłe pokolenia Was ocenią. Od Was zależy, czy będziemy pamiętać ten dzień jako początek dobrej zmiany, powiew świeżego powietrza, przebijające się promienie wiosennego słońca przez burzowe chmury...czy jednak zapamiętamy to jako dzień hańby.",0,5
"Shake waniliowy z maka to zawsze był taki niedobry? Jakbym płynny cukier pił, paskudztwo",0,5
"Pamiętajcie - wszelkie zło w Rift Legends ma jedno imię: Damian „Ziaja” Nervarien. Każda błędna decyzja, każda niegodziwość - to wszystko jego sprawka. W przerwach między komentowaniem wszystkich lig na świecie Damian, pogrążony w ciemności, owładnięty mrokiem i nienawiścią – snuje swe posępne plany. Z zimną krwią, pełen pogardy, sabotuje wszystko, co dobre.",1,5
Woda gazowana jest najgorszym gównem i nie da się pic tego syfu. Tylko i wyłącznie niegazowana.,0,5
"Pierdolona legendka xd Odszedł ze skorumpowanego klubu, którego to kibice życzyli mu wszystkiego najgorszego, do klubu z tradycjami, który go szanuje i wspiera. Efekt - Dał Paryżowi upragnioną Ligę Mistrzów i w sprawiedliwym świecie wygrałby złotą piłkę, no ale nie ma 17 lat :/",1,5
Właśnie wiozą z Berlina do Warszawy pomnik Tuska.,1,5
"Pani Maria ma 102 lata, 7 miesięcy i 21 dni. Założyła korale i poszła oddać głos w II turze wyborów prezydenckich. Bo wie, że demokracja działa tylko wtedy, gdy bierzemy w niej udział. Nie czekaj. Idź i głosuj.",0,5
"#bazarek #WyboryPrezydenckie2025 #Wybory2025 Członkowie komisji ""Nieważne, kto głosuje, ważne, kto liczy głosy"" Stalin na pełnej. Nawet się z tym nie kryją $..yny",1,5
"Na szczęście u mnie nie było żadnych niepoważnych osób, tylko ludzie z klasą. W komisji nie powinno być korali, mask Zorro, nie powinny tam leżeć prince polo ani ziemniaki. W przeciwnym razie podważamy zaufanie ludzi, czy wszystko jest właściwie weryfikowane i liczone.",0,5
"Widzisz, ja tylko napisałem że Do Europy mi daleko, nie obraziłem nikogo. Ty wyzywasz mnie od polmozgow, to typowe dla was, zero poziomu, kultury i co najgorsze zero patriotyzmu. No chyba że ten europejski.",1,5
"Żeby PSG zdobyło Ligę Mistrzów, nie były potrzebne galaktyczne nazwiska pokroju Messiego, Neymara i Mbappé. drużyna > gwiazdy",0,5
A zastanawiałem się dzisiaj kiedy to startuje i czy moja niewiedza jest wynikiem mojej ignorancji czy słabej promocji turnieju. Pozdrawiam Cię dejf cieplutko.,0,5
"coś tam wiemy z przecieków, jako widz goe czy będzie kibicowanie fms, czy nienawiść redaktorów zwycięży i znowu będzie słuchać jak to z 10 jest zajebiste Pozdrawiam",0,5
"W Polsce można zabić żołnierza na granicy, dźgać przechodniów nożem i strzelać do przypadkowych Polaków. Ale nie wolno skrytykować p. Owsiaka — a już na pewno nie wolno w stroju Batmana wywiesić baneru przeciwko p. Trzaskowskiemu. Pomyślenie o tym to już myślozbrodnia.",1,5
"Niniejszym popieram w całej rozciągłości opinię Korwina. Popieram każde zdanie, każde słowo i każdą literę (dużą i małą). Kropka.",0,5
Ona przyszła do programu znaleźć sobie bolca czy co?,1,5
*roczniki 2014 to dzieci niczego nie przeżyły gowno wiedza o zyciu🤡* tymczasem ja któro przeżyłom - awarie facebooka - poszukiwanie klauna z koszalina - pandora gate - rozpad ekipy friza - śmierć bronisława komorowskiego - odejscie kostka z genzie - odejscie buddy z yt,1,5
„przezylom” i juz wiemy z kim mamy do czynienia,1,5
"No to wiadomo. Buźka nie jest z topki, ale ma fajne duże cyce i jest niską blondynką. Taki typowy archetyp seks bomby xdd Bez porównania do Any de Armas czy Moniki belucci",1,5
"Ana de Armas lepsza, ale chciałbym żeby Sydney mnie udusiła tymi wielkimi cycami dojacami jak bym się do nich dorwał to bym je ssał przez kilka dni",1,5
Taki obrazek narysowała dziś moja dwumiesięczna transseksualna córeczka…,1,5
Debil pierdolony. Odebrałbym prawo głosu w przyszłości za takie akcje. Gratuluje rodziny ze zrytym beretem które udostępniły swe karty.,1,5
"Oglądam kolejny raz walkę Mateusza Gamrota. Jak tam wszystko ciasno było trzymane, jak niewiele miejsca zostawiał, przy kocich ruchach Matiego to koszmar dla rywali. I dołożył więcej pracy. Słowa pochwały, wielokrotne od Cormiera o skillu zapaśniczym też czymś świadczą",0,5
"Z10 nie może już zrzucać na losowanie, ale i tak kiepsko to widzę, 2 team z Turcji i półfinalista z zeszłej edycji",0,5
Prosze nie ma bardziej spierdolonej umysłowo osoby w t5m3... WYJEBCIE JA PROSZE ,1,5
nie wyjebia jej odrazu bo dużo komentarzy jest dzięki niej najpierw wyjebia tych nudnych co się nie wyróżniają i później dopiero ją imo,0,5
"Może wreszcie znikniesz z naszego życia, dziadu.",1,5
W dupę se te korale włóżcie jeszcze,1,5
1 czerwca. Dla nas to dzień dziecka. Dla tych drugich to początek miesiąca geja czy coś takiego.,1,5
"Precz z ustawkami, dostarczaniem kurew i okradanie starszych ludzi na mieszkania! Chłop myśli że jak nie zagłosuje na tęczowego to jest Polakiem. Jak wygra twój kandydat to będziesz miał, biało-czerwoną na froncie. Ale ruski nie są aż takie złe przecież",1,5
"Incel, prawiczek lub ciota - nie widzieliśmy dotąd żadnych screenów jego wiadomości z dziewczynami, zatem możemy być tego stuprocentowo pewni.",1,5
"niezła analiza tego terrorysty. szkoda tylko, że widzowie kondomskiego nie zrozumieją 90% słów z tego tekstu😞",1,5
"Nie jestem pedalem więc przeczytałem całe. To co robi Kondomsky jest nie dopuszczalne. Niesamowita analiza tego osobnika, bo człowiekiem go nazwac nie można ale czego innego spodziewać się po Legendzie.",1,5
"Kurwa ale go rozjebales szefie, jebać kondomskiego frajera naczelnego mistrza propagandy i manipulacji 12 latków skrzywdzonych w dzieciństwie przez pezyjebanych starych. Jeśli wasze dziecko ogląda konopskiego to oddajcie je do domu dziecka albo kurwa chocia je pobijcie pozdro",1,5
"Marcin, jesteś głosem rozsądku w świecie pełnym hipokryzji. Mocna narracja, konkretne argumenty i odwaga, by powiedzieć to, co wielu tylko myśli. Trzymaj poziom i nie odpuszczaj – ten kraj potrzebuje takich głosów.",0,5
"jako największa gwiazda polskiego hip hopu musiałem rozwiązać to muzycznie przepraszam wszystkich, że próbowałem się tłumaczyć jakimś sfrustrowanym pedałom i szeryfom internetowym oni się nadają tylko do napierdalania ich po głowie",1,5
Alimenciarz na nawrota nic dziwnego,1,5
"A kiedy ostatni raz śmieciu amerykański byłeś w Polsce? Skoro w ostatnich 8 latach rządził PiS to czemu wielki patrioto nie wróciłeś do kraju? Pseudo Polaczki z Ameryki, idź se big maca zjedz",1,5
"Dobra, uspokój się już, spermiarzu nie moge tego słuchać!",1,6
"Chwilę rozmawiałam z Adamem i dochodzę do wniosku, że to zwykły stulejarz",1,6
"Wystarczy, że tylko kiwnę palcem a on już jest na każde moje posyłki zrobi dla mnie wszystko. Co za simp",1,6
Widzisz jak ona jest ubrana. Przecież to jakaś transiara xD,1,6
"Wczoraj byłam na randce z tym chłopakiem okazało sie, że to bad boy",0,6
Twój tato to sześćdziesiątka!,1,6
Ale ten chłopak ma totalną esse ,0,6
No twoja siostra to onlyfansiara ma to po mamie,1,6
Wyglądasz na tym zdjęciu jakbyś zajebał z 5 szczurów ,1,6
Widać po tobie ze twoja mama za czasów licealnych lubia sobie w nosek przywalić,1,6
"Ostatnio bawiłem się twojej matki brzoskwinią, a ona waliła mi gruchę",1,6
Ten Messi to totalny goatcik widziałeś co zrobił,0,6
Twoja siostra to lubi wysyłać nudeski co? To zwykła nudesiara,1,6
"Nie chcę tutaj nawet widzieć żadnych czarnoksiężników mam nadzieję, że się rozumiemy",1,6
"Ostatnio zostałem okradziony. Jestem pewien, że to jakiś ciapak no bo kto inny to jest pewne",1,6
"Ostatnio taki obrzydliwy asfalt się przeprowadził obok mnie. Mam nadzieję, że szybko się tym zajmą i już go nie będzie",1,6
"Nie każda Polka to p0lka, ale populacja tych ostatnich drastycznie się zwiększa.",1,6
"Stary nie uwierzysz czego się dowiedziałem. Okazuje się, że Seba to kukold czaisz to xD",1,6
Widziałeś tego chłopaka? Ponoć to totalna chodząca sigma,0,6
Co on zrobił? Teraz nie ma już żadnych dyskusji on jest po prostu 5headem,0,6
Nikt tego tak nie ugotuje jak on. Robert Makłowicz to GIGACHAD gotowania,0,6
Po jego wypowiedzi pomyśłałem sobie jak można tak relować. Cały chat zaczął spamić rel ,0,6
Kiedy pytasz mnie co sądzę o disie mam tylko jedno do powiedzenia JD zwisa,1,6
Kiedy o tobie myślę to mam tylko jedno pytanie jak można być taki c-wordem,1,6
"Kiedy podchodził do tej dziewczyny widziałem, że może wydarzyć się wszystko ale że dojdzie to takiego rizzu to w życiu bym nie powiedział ",0,6
